"date","borough","community_district","count","borough_code","BoroCD"
2021-07-31,"Brooklyn",7,150,3,"307"
2021-07-31,"Brooklyn",8,577,3,"308"
2021-07-31,"Brooklyn",9,462,3,"309"
2021-07-31,"Brooklyn",10,94,3,"310"
2021-07-31,"Brooklyn",11,161,3,"311"
2021-07-31,"Brooklyn",12,117,3,"312"
2021-07-31,"Brooklyn",13,391,3,"313"
2021-07-31,"Brooklyn",14,391,3,"314"
2021-07-31,"Brooklyn",15,124,3,"315"
2021-07-31,"Brooklyn",16,1188,3,"316"
2021-07-31,"Brooklyn",17,894,3,"317"
2021-07-31,"Brooklyn",18,589,3,"318"
2021-07-31,"Brooklyn",55,1004,3,"355"
2021-07-31,"Brooklyn",56,1004,3,"356"
2021-07-31,"Manhattan",1,549,1,"101"
2021-07-31,"Manhattan",2,23,1,"102"
2021-07-31,"Manhattan",3,494,1,"103"
2021-07-31,"Manhattan",4,222,1,"104"
2021-07-31,"Manhattan",5,152,1,"105"
2021-07-31,"Manhattan",6,133,1,"106"
2021-07-31,"Manhattan",7,262,1,"107"
2021-07-31,"Manhattan",8,74,1,"108"
2021-07-31,"Manhattan",9,458,1,"109"
2021-07-31,"Manhattan",10,981,1,"110"
2021-07-31,"Manhattan",11,1112,1,"111"
2021-07-31,"Manhattan",12,530,1,"112"
2021-07-31,"Manhattan",16,3038,1,"116"
2021-07-31,"Queens",1,578,4,"401"
2021-07-31,"Queens",2,265,4,"402"
2021-07-31,"Queens",3,240,4,"403"
2021-07-31,"Queens",4,170,4,"404"
2021-07-31,"Queens",5,171,4,"405"
2021-07-31,"Queens",6,45,4,"406"
2021-07-31,"Queens",7,181,4,"407"
2021-07-31,"Queens",8,211,4,"408"
2021-07-31,"Queens",9,252,4,"409"
2021-07-31,"Queens",10,196,4,"410"
2021-07-31,"Queens",11,14,4,"411"
2021-07-31,"Queens",12,1278,4,"412"
2021-07-31,"Queens",13,458,4,"413"
2021-07-31,"Queens",14,735,4,"414"
2021-07-31,"Queens",80,269,4,"480"
2021-07-31,"Queens",81,269,4,"481"
2021-07-31,"Queens",82,269,4,"482"
2021-07-31,"Queens",83,269,4,"483"
2021-07-31,"Queens",84,269,4,"484"
2021-07-31,"Staten Island",1,530,5,"501"
2021-07-31,"Staten Island",2,61,5,"502"
2021-07-31,"Staten Island",3,34,5,"503"
2021-07-31,"Staten Island",95,111,5,"595"
2021-08-31,"Bronx",1,1630,2,"201"
2021-08-31,"Bronx",2,715,2,"202"
2021-08-31,"Bronx",3,1417,2,"203"
2021-08-31,"Bronx",4,1449,2,"204"
2021-08-31,"Bronx",5,1410,2,"205"
2021-08-31,"Bronx",6,1151,2,"206"
2021-08-31,"Bronx",7,937,2,"207"
2021-08-31,"Bronx",8,252,2,"208"
2021-08-31,"Bronx",9,1364,2,"209"
2021-08-31,"Bronx",10,340,2,"210"
2021-08-31,"Bronx",11,559,2,"211"
2021-08-31,"Bronx",12,1212,2,"212"
2021-08-31,"Bronx",26,903.666666666667,2,"226"
2021-08-31,"Bronx",27,903.666666666667,2,"227"
2021-08-31,"Bronx",28,903.666666666667,2,"228"
2021-08-31,"Brooklyn",1,320,3,"301"
2021-08-31,"Brooklyn",2,294,3,"302"
2021-08-31,"Brooklyn",3,1198,3,"303"
2021-08-31,"Brooklyn",4,516,3,"304"
2021-08-31,"Brooklyn",5,1638,3,"305"
2021-08-31,"Brooklyn",6,237,3,"306"
2021-08-31,"Brooklyn",7,159,3,"307"
2021-08-31,"Brooklyn",8,585,3,"308"
2021-08-31,"Brooklyn",9,462,3,"309"
2021-08-31,"Brooklyn",10,82,3,"310"
2021-08-31,"Brooklyn",11,164,3,"311"
2021-08-31,"Brooklyn",12,124,3,"312"
2021-08-31,"Brooklyn",13,373,3,"313"
2021-08-31,"Brooklyn",14,411,3,"314"
2021-08-31,"Brooklyn",15,113,3,"315"
2021-08-31,"Brooklyn",16,1194,3,"316"
2021-08-31,"Brooklyn",17,883,3,"317"
2021-08-31,"Brooklyn",18,587,3,"318"
2021-08-31,"Brooklyn",55,1007,3,"355"
2021-08-31,"Brooklyn",56,1007,3,"356"
2021-08-31,"Manhattan",1,584,1,"101"
2021-08-31,"Manhattan",2,24,1,"102"
2021-08-31,"Manhattan",3,500,1,"103"
2021-08-31,"Manhattan",4,217,1,"104"
2021-08-31,"Manhattan",5,148,1,"105"
2021-08-31,"Manhattan",6,127,1,"106"
2021-08-31,"Manhattan",7,262,1,"107"
2021-08-31,"Manhattan",8,79,1,"108"
2021-08-31,"Manhattan",9,434,1,"109"
2021-08-31,"Manhattan",10,964,1,"110"
2021-08-31,"Manhattan",11,1110,1,"111"
2021-08-31,"Manhattan",12,545,1,"112"
2021-08-31,"Manhattan",16,3127,1,"116"
2021-08-31,"Queens",1,567,4,"401"
2021-08-31,"Queens",2,262,4,"402"
2021-08-31,"Queens",3,225,4,"403"
2021-08-31,"Queens",4,165,4,"404"
2021-08-31,"Queens",5,185,4,"405"
2021-08-31,"Queens",6,47,4,"406"
2021-08-31,"Queens",7,178,4,"407"
2021-08-31,"Queens",8,207,4,"408"
2021-08-31,"Queens",9,243,4,"409"
2021-08-31,"Queens",10,188,4,"410"
2021-08-31,"Queens",11,17,4,"411"
2021-08-31,"Queens",12,1243,4,"412"
2021-08-31,"Queens",13,435,4,"413"
2021-08-31,"Queens",14,711,4,"414"
2021-08-31,"Queens",80,260,4,"480"
2021-08-31,"Queens",81,260,4,"481"
2021-08-31,"Queens",82,260,4,"482"
2021-08-31,"Queens",83,260,4,"483"
2021-08-31,"Queens",84,260,4,"484"
2021-08-31,"Staten Island",1,535,5,"501"
2021-08-31,"Staten Island",2,58,5,"502"
2021-08-31,"Staten Island",3,31,5,"503"
2021-08-31,"Staten Island",95,119,5,"595"
2021-09-30,"Bronx",1,1644,2,"201"
2021-09-30,"Bronx",2,791,2,"202"
2021-09-30,"Bronx",3,1432,2,"203"
2021-09-30,"Bronx",4,1468,2,"204"
2021-09-30,"Bronx",5,1441,2,"205"
2021-09-30,"Bronx",6,1181,2,"206"
2021-09-30,"Bronx",7,974,2,"207"
2021-09-30,"Bronx",8,247,2,"208"
2021-09-30,"Bronx",9,1384,2,"209"
2021-09-30,"Bronx",10,348,2,"210"
2021-09-30,"Bronx",11,575,2,"211"
2021-09-30,"Bronx",12,1284,2,"212"
2021-09-30,"Bronx",26,929.333333333333,2,"226"
2021-09-30,"Bronx",27,929.333333333333,2,"227"
2021-09-30,"Bronx",28,929.333333333333,2,"228"
2021-09-30,"Brooklyn",1,326,3,"301"
2021-09-30,"Brooklyn",2,288,3,"302"
2021-09-30,"Brooklyn",3,1201,3,"303"
2021-09-30,"Brooklyn",4,496,3,"304"
2021-09-30,"Brooklyn",5,1619,3,"305"
2021-09-30,"Brooklyn",6,245,3,"306"
2021-09-30,"Brooklyn",7,164,3,"307"
2021-09-30,"Brooklyn",8,602,3,"308"
2021-09-30,"Brooklyn",9,466,3,"309"
2021-09-30,"Brooklyn",10,80,3,"310"
2021-09-30,"Brooklyn",11,166,3,"311"
2021-09-30,"Brooklyn",12,123,3,"312"
2021-09-30,"Brooklyn",13,385,3,"313"
2021-09-30,"Brooklyn",14,399,3,"314"
2021-09-30,"Brooklyn",15,129,3,"315"
2021-09-30,"Brooklyn",16,1169,3,"316"
2021-09-30,"Brooklyn",17,921,3,"317"
2021-09-30,"Brooklyn",18,585,3,"318"
2021-09-30,"Brooklyn",55,1011.5,3,"355"
2021-09-30,"Brooklyn",56,1011.5,3,"356"
2021-09-30,"Manhattan",1,607,1,"101"
2021-09-30,"Manhattan",2,22,1,"102"
2021-09-30,"Manhattan",3,508,1,"103"
2021-09-30,"Manhattan",4,233,1,"104"
2021-09-30,"Manhattan",5,138,1,"105"
2021-09-30,"Manhattan",6,126,1,"106"
2021-09-30,"Manhattan",7,278,1,"107"
2021-09-30,"Manhattan",8,79,1,"108"
2021-09-30,"Manhattan",9,438,1,"109"
2021-09-30,"Manhattan",10,935,1,"110"
2021-09-30,"Manhattan",11,1139,1,"111"
2021-09-30,"Manhattan",12,562,1,"112"
2021-09-30,"Manhattan",16,3151,1,"116"
2021-09-30,"Queens",1,589,4,"401"
2021-09-30,"Queens",2,256,4,"402"
2021-09-30,"Queens",3,218,4,"403"
2021-09-30,"Queens",4,161,4,"404"
2021-09-30,"Queens",5,189,4,"405"
2021-09-30,"Queens",6,59,4,"406"
2021-09-30,"Queens",7,192,4,"407"
2021-09-30,"Queens",8,197,4,"408"
2021-09-30,"Queens",9,261,4,"409"
2021-09-30,"Queens",10,204,4,"410"
2021-09-30,"Queens",11,20,4,"411"
2021-09-30,"Queens",12,1260,4,"412"
2021-09-30,"Queens",13,451,4,"413"
2021-09-30,"Queens",14,742,4,"414"
2021-09-30,"Queens",80,270.8,4,"480"
2021-09-30,"Queens",81,270.8,4,"481"
2021-09-30,"Queens",82,270.8,4,"482"
2021-09-30,"Queens",83,270.8,4,"483"
2021-09-30,"Queens",84,270.8,4,"484"
2021-09-30,"Staten Island",1,545,5,"501"
2021-09-30,"Staten Island",2,53,5,"502"
2021-09-30,"Staten Island",3,37,5,"503"
2021-09-30,"Staten Island",95,129,5,"595"
2021-10-31,"Bronx",1,1614,2,"201"
2021-10-31,"Bronx",2,814,2,"202"
2021-10-31,"Bronx",3,1449,2,"203"
2021-10-31,"Bronx",4,1506,2,"204"
2021-10-31,"Bronx",5,1395,2,"205"
2021-10-31,"Bronx",6,1200,2,"206"
2021-10-31,"Bronx",7,981,2,"207"
2021-10-31,"Bronx",8,235,2,"208"
2021-10-31,"Bronx",9,1383,2,"209"
2021-10-31,"Bronx",10,347,2,"210"
2021-10-31,"Bronx",11,558,2,"211"
2021-10-31,"Bronx",12,1293,2,"212"
2021-10-31,"Bronx",26,962.666666666667,2,"226"
2021-10-31,"Bronx",27,962.666666666667,2,"227"
2021-10-31,"Bronx",28,962.666666666667,2,"228"
2021-10-31,"Brooklyn",1,375,3,"301"
2021-10-31,"Brooklyn",2,294,3,"302"
2021-10-31,"Brooklyn",3,1199,3,"303"
2021-10-31,"Brooklyn",4,476,3,"304"
2021-10-31,"Brooklyn",5,1636,3,"305"
2021-10-31,"Brooklyn",6,260,3,"306"
2021-10-31,"Brooklyn",7,161,3,"307"
2021-10-31,"Brooklyn",8,616,3,"308"
2021-10-31,"Brooklyn",9,474,3,"309"
2021-10-31,"Brooklyn",10,82,3,"310"
2021-10-31,"Brooklyn",11,157,3,"311"
2021-10-31,"Brooklyn",12,131,3,"312"
2021-10-31,"Brooklyn",13,375,3,"313"
2021-10-31,"Brooklyn",14,395,3,"314"
2021-10-31,"Brooklyn",15,133,3,"315"
2021-10-31,"Brooklyn",16,1150,3,"316"
2021-10-31,"Brooklyn",17,909,3,"317"
2021-10-31,"Brooklyn",18,623,3,"318"
2021-10-31,"Brooklyn",55,1009,3,"355"
2021-10-31,"Brooklyn",56,1009,3,"356"
2021-10-31,"Manhattan",1,611,1,"101"
2021-10-31,"Manhattan",2,23,1,"102"
2021-10-31,"Manhattan",3,501,1,"103"
2021-10-31,"Manhattan",4,256,1,"104"
2021-10-31,"Manhattan",5,147,1,"105"
2021-10-31,"Manhattan",6,128,1,"106"
2021-10-31,"Manhattan",7,298,1,"107"
2021-10-31,"Manhattan",8,80,1,"108"
2021-10-31,"Manhattan",9,448,1,"109"
2021-10-31,"Manhattan",10,985,1,"110"
2021-10-31,"Manhattan",11,1115,1,"111"
2021-10-31,"Manhattan",12,561,1,"112"
2021-10-31,"Manhattan",16,3182,1,"116"
2021-10-31,"Queens",1,573,4,"401"
2021-10-31,"Queens",2,254,4,"402"
2021-10-31,"Queens",3,239,4,"403"
2021-10-31,"Queens",4,165,4,"404"
2021-10-31,"Queens",5,195,4,"405"
2021-10-31,"Queens",6,57,4,"406"
2021-10-31,"Queens",7,194,4,"407"
2021-10-31,"Queens",8,203,4,"408"
2021-10-31,"Queens",9,240,4,"409"
2021-10-31,"Queens",10,192,4,"410"
2021-10-31,"Queens",11,24,4,"411"
2021-10-31,"Queens",12,1245,4,"412"
2021-10-31,"Queens",13,467,4,"413"
2021-10-31,"Queens",14,707,4,"414"
2021-10-31,"Queens",80,268.6,4,"480"
2021-10-31,"Queens",81,268.6,4,"481"
2021-10-31,"Queens",82,268.6,4,"482"
2021-10-31,"Queens",83,268.6,4,"483"
2021-10-31,"Queens",84,268.6,4,"484"
2021-10-31,"Staten Island",1,528,5,"501"
2021-10-31,"Staten Island",2,61,5,"502"
2021-10-31,"Staten Island",3,33,5,"503"
2021-10-31,"Staten Island",95,117,5,"595"
2021-11-30,"Bronx",1,1562,2,"201"
2021-11-30,"Bronx",2,782,2,"202"
2021-11-30,"Bronx",3,1444,2,"203"
2021-11-30,"Bronx",4,1580,2,"204"
2021-11-30,"Bronx",5,1361,2,"205"
2021-11-30,"Bronx",6,1204,2,"206"
2021-11-30,"Bronx",7,979,2,"207"
2021-11-30,"Bronx",8,247,2,"208"
2021-11-30,"Bronx",9,1388,2,"209"
2021-11-30,"Bronx",10,362,2,"210"
2021-11-30,"Bronx",11,567,2,"211"
2021-11-30,"Bronx",12,1300,2,"212"
2021-11-30,"Bronx",26,967,2,"226"
2021-11-30,"Bronx",27,967,2,"227"
2021-11-30,"Bronx",28,967,2,"228"
2021-11-30,"Brooklyn",1,359,3,"301"
2021-11-30,"Brooklyn",2,291,3,"302"
2021-11-30,"Brooklyn",3,1254,3,"303"
2021-11-30,"Brooklyn",4,511,3,"304"
2021-11-30,"Brooklyn",5,1606,3,"305"
2021-11-30,"Brooklyn",6,257,3,"306"
2021-11-30,"Brooklyn",7,161,3,"307"
2021-11-30,"Brooklyn",8,617,3,"308"
2021-11-30,"Brooklyn",9,492,3,"309"
2021-11-30,"Brooklyn",10,85,3,"310"
2021-11-30,"Brooklyn",11,151,3,"311"
2021-11-30,"Brooklyn",12,104,3,"312"
2021-11-30,"Brooklyn",13,389,3,"313"
2021-11-30,"Brooklyn",14,370,3,"314"
2021-11-30,"Brooklyn",15,118,3,"315"
2021-11-30,"Brooklyn",16,1122,3,"316"
2021-11-30,"Brooklyn",17,914,3,"317"
2021-11-30,"Brooklyn",18,640,3,"318"
2021-11-30,"Brooklyn",55,1041,3,"355"
2021-11-30,"Brooklyn",56,1041,3,"356"
2021-11-30,"Manhattan",1,585,1,"101"
2021-11-30,"Manhattan",2,23,1,"102"
2021-11-30,"Manhattan",3,495,1,"103"
2021-11-30,"Manhattan",4,252,1,"104"
2021-11-30,"Manhattan",5,136,1,"105"
2021-11-30,"Manhattan",6,124,1,"106"
2021-11-30,"Manhattan",7,313,1,"107"
2021-11-30,"Manhattan",8,82,1,"108"
2021-11-30,"Manhattan",9,433,1,"109"
2021-11-30,"Manhattan",10,986,1,"110"
2021-11-30,"Manhattan",11,1114,1,"111"
2021-11-30,"Manhattan",12,554,1,"112"
2021-11-30,"Manhattan",16,3258,1,"116"
2021-11-30,"Queens",1,572,4,"401"
2021-11-30,"Queens",2,243,4,"402"
2021-11-30,"Queens",3,229,4,"403"
2021-11-30,"Queens",4,169,4,"404"
2021-11-30,"Queens",5,193,4,"405"
2021-11-30,"Queens",6,60,4,"406"
2021-11-30,"Queens",7,189,4,"407"
2021-11-30,"Queens",8,182,4,"408"
2021-11-30,"Queens",9,234,4,"409"
2021-11-30,"Queens",10,193,4,"410"
2021-11-30,"Queens",11,18,4,"411"
2021-11-30,"Queens",12,1239,4,"412"
2021-11-30,"Queens",13,438,4,"413"
2021-11-30,"Queens",14,676,4,"414"
2021-11-30,"Queens",80,263,4,"480"
2021-11-30,"Queens",81,263,4,"481"
2021-11-30,"Queens",82,263,4,"482"
2021-11-30,"Queens",83,263,4,"483"
2021-11-30,"Queens",84,263,4,"484"
2021-11-30,"Staten Island",1,521,5,"501"
2021-11-30,"Staten Island",2,64,5,"502"
2021-11-30,"Staten Island",3,38,5,"503"
2021-11-30,"Staten Island",95,109,5,"595"
2021-12-31,"Bronx",1,1498,2,"201"
2021-12-31,"Bronx",2,779,2,"202"
2021-12-31,"Bronx",3,1431,2,"203"
2021-12-31,"Bronx",4,1582,2,"204"
2021-12-31,"Bronx",5,1301,2,"205"
2021-12-31,"Bronx",6,1216,2,"206"
2021-12-31,"Bronx",7,922,2,"207"
2021-12-31,"Bronx",8,253,2,"208"
2021-12-31,"Bronx",9,1340,2,"209"
2021-12-31,"Bronx",10,345,2,"210"
2021-12-31,"Bronx",11,548,2,"211"
2021-12-31,"Bronx",12,1254,2,"212"
2021-12-31,"Bronx",26,970,2,"226"
2021-12-31,"Bronx",27,970,2,"227"
2021-12-31,"Bronx",28,970,2,"228"
2021-12-31,"Brooklyn",1,368,3,"301"
2021-12-31,"Brooklyn",2,281,3,"302"
2021-12-31,"Brooklyn",3,1195,3,"303"
2021-12-31,"Brooklyn",4,476,3,"304"
2021-12-31,"Brooklyn",5,1567,3,"305"
2021-12-31,"Brooklyn",6,256,3,"306"
2021-12-31,"Brooklyn",7,162,3,"307"
2021-12-31,"Brooklyn",8,607,3,"308"
2021-12-31,"Brooklyn",9,454,3,"309"
2021-12-31,"Brooklyn",10,79,3,"310"
2021-12-31,"Brooklyn",11,141,3,"311"
2021-12-31,"Brooklyn",12,97,3,"312"
2021-12-31,"Brooklyn",13,393,3,"313"
2021-12-31,"Brooklyn",14,353,3,"314"
2021-12-31,"Brooklyn",15,120,3,"315"
2021-12-31,"Brooklyn",16,1081,3,"316"
2021-12-31,"Brooklyn",17,920,3,"317"
2021-12-31,"Brooklyn",18,589,3,"318"
2021-12-31,"Brooklyn",55,1025,3,"355"
2021-12-31,"Brooklyn",56,1025,3,"356"
2021-12-31,"Manhattan",1,592,1,"101"
2021-12-31,"Manhattan",2,25,1,"102"
2021-12-31,"Manhattan",3,469,1,"103"
2021-12-31,"Manhattan",4,269,1,"104"
2021-12-31,"Manhattan",5,157,1,"105"
2021-12-31,"Manhattan",6,106,1,"106"
2021-12-31,"Manhattan",7,300,1,"107"
2021-12-31,"Manhattan",8,87,1,"108"
2021-12-31,"Manhattan",9,419,1,"109"
2021-12-31,"Manhattan",10,939,1,"110"
2021-12-31,"Manhattan",11,1075,1,"111"
2021-12-31,"Manhattan",12,551,1,"112"
2021-12-31,"Manhattan",16,3208,1,"116"
2021-12-31,"Queens",1,556,4,"401"
2021-12-31,"Queens",2,249,4,"402"
2021-12-31,"Queens",3,229,4,"403"
2021-12-31,"Queens",4,155,4,"404"
2021-12-31,"Queens",5,185,4,"405"
2021-12-31,"Queens",6,59,4,"406"
2021-12-31,"Queens",7,164,4,"407"
2021-12-31,"Queens",8,173,4,"408"
2021-12-31,"Queens",9,245,4,"409"
2021-12-31,"Queens",10,185,4,"410"
2021-12-31,"Queens",11,17,4,"411"
2021-12-31,"Queens",12,1160,4,"412"
2021-12-31,"Queens",13,434,4,"413"
2021-12-31,"Queens",14,663,4,"414"
2021-12-31,"Queens",80,269.2,4,"480"
2021-12-31,"Queens",81,269.2,4,"481"
2021-12-31,"Queens",82,269.2,4,"482"
2021-12-31,"Queens",83,269.2,4,"483"
2021-12-31,"Queens",84,269.2,4,"484"
2021-12-31,"Staten Island",1,502,5,"501"
2021-12-31,"Staten Island",2,62,5,"502"
2021-12-31,"Staten Island",3,42,5,"503"
2021-12-31,"Staten Island",95,108,5,"595"
